ARG_Name,MGE_Name,Patient_ID,Label
RCNR,gene:vir:5708,6,PostFMT Only
RCNR,gene:vir:5711,6,PostFMT Only
RCNR,gene:vir:5713,6,PostFMT Only
RCNR,gene:vir:5725,6,PostFMT Only
RCNR,gene:vir:5727,6,PostFMT Only
RCNR,gene:vir:6059,6,PostFMT Only
RCNR,gene:vir:6061,6,PostFMT Only
RCNR,gene:vir:6062,6,PostFMT Only
RCNR,gene:vir:6063,6,PostFMT Only
RCNR,gene:vir:6064,6,PostFMT Only
RCNR,gene:vir:6067,6,PostFMT Only
RCNR,gene:vir:6073,6,PostFMT Only
TEM,gene:plasmid:119649,6,PostFMT Only
TEM,gene:plasmid:123182,6,PostFMT Only
TEM,gene:plasmid:123312,6,PostFMT Only
TEM,gene:plasmid:139599,6,PostFMT Only
TEM,gene:plasmid:148146,6,PostFMT Only
TEM,gene:plasmid:151298,6,PostFMT Only
TETB,gene:plasmid:119757,6,PostFMT Only
TETB,gene:plasmid:123312,6,PostFMT Only
TETB,gene:plasmid:139631,6,PostFMT Only
TETB,gene:plasmid:139661,6,PostFMT Only
TETB,gene:plasmid:148219,6,PostFMT Only
TETB,gene:plasmid:148220,6,PostFMT Only
TETB,gene:plasmid:151296,6,PostFMT Only
TETB,gene:plasmid:151298,6,PostFMT Only
TETB,gene:plasmid:84460,6,PostFMT Only
TETB,gene:plasmid:84461,6,PostFMT Only
TETQ,ICEberg|58|ICEBfrYCH46-1|Ge...,6,PostFMT Only
YDEI,gene:proph:163928,6,PostFMT Only
YDEI,gene:proph:163940,6,PostFMT Only
YDEI,gene:proph:172438,6,PostFMT Only
YDEI,gene:proph:172451,6,PostFMT Only
YDEI,gene:proph:179432,6,PostFMT Only
YDEI,gene:proph:179433,6,PostFMT Only
YDEI,gene:proph:179435,6,PostFMT Only
YDEI,gene:proph:179436,6,PostFMT Only
YDEI,gene:proph:182931,6,PostFMT Only
YDEI,gene:vir:3433,6,PostFMT Only
YDEI,gene:vir:3434,6,PostFMT Only
YDEI,gene:vir:3435,6,PostFMT Only
YDEI,gene:vir:3436,6,PostFMT Only
YGJH,gene:plasmid:123257,6,PostFMT Only
YGJH,gene:proph:163818,6,PostFMT Only
ACRS,gene:proph:163818,7,PostFMT Only
AMPH,gene:plasmid:148055,7,PostFMT Only
AMPH,gene:proph:170892,7,PostFMT Only
ARIR,gene:proph:176813,7,PostFMT Only
ARIR,gene:proph:176814,7,PostFMT Only
ARIR,gene:proph:179433,7,PostFMT Only
ARIR,gene:vir:79556,7,PostFMT Only
ARSRM,gene:plasmid:156035,7,PostFMT Only
ARSRM,gene:plasmid:88298,7,PostFMT Only
ARSRM,gene:plasmid:88299,7,PostFMT Only
ARSRM,gene:plasmid:88300,7,PostFMT Only
ARSRM,gene:plasmid:88459,7,PostFMT Only
ARSRM,gene:plasmid:88461,7,PostFMT Only
ARSRM,gene:plasmid:88462,7,PostFMT Only
ARSRM,gene:plasmid:88463,7,PostFMT Only
ARSRM,gene:plasmid:88464,7,PostFMT Only
ARSRM,gene:plasmid:88465,7,PostFMT Only
ARSRM,gene:plasmid:88466,7,PostFMT Only
ARSRM,gene:plasmid:88468,7,PostFMT Only
ARSRM,gene:plasmid:88473,7,PostFMT Only
ARSRM,gene:plasmid:88474,7,PostFMT Only
ARSRM,gene:plasmid:88475,7,PostFMT Only
ARSRM,gene:plasmid:88476,7,PostFMT Only
CORA,gene:proph:159396,7,PostFMT Only
CORB,gene:plasmid:93474,7,PostFMT Only
CORB,gene:plasmid:93475,7,PostFMT Only
CORB,gene:proph:170528,7,PostFMT Only
CORB,gene:proph:170536,7,PostFMT Only
CORB,gene:proph:170540,7,PostFMT Only
CRP,gene:vir:1321,7,PostFMT Only
CTX,gene:plasmid:136001,7,PostFMT Only
CTX,gene:plasmid:15709,7,PostFMT Only
CUID,gene:plasmid:21346,7,PostFMT Only
CUSR,gene:plasmid:88436,7,PostFMT Only
CUSR,gene:plasmid:88437,7,PostFMT Only
CUSR,gene:proph:183637,7,PostFMT Only
CUTC,gene:proph:163874,7,PostFMT Only
CUTC,gene:proph:163885,7,PostFMT Only
CUTC,gene:proph:163896,7,PostFMT Only
DFRA,gene:plasmid:158595,7,PostFMT Only
DFRA,gene:plasmid:87421,7,PostFMT Only
DSBA,gene:plasmid:16162,7,PostFMT Only
DSBA,gene:plasmid:84585,7,PostFMT Only
EVGA,gene:plasmid:134726,7,PostFMT Only
EVGA,gene:proph:163981,7,PostFMT Only
EVGA,gene:proph:181243,7,PostFMT Only
EVGA,gene:proph:182641,7,PostFMT Only
EVGA,gene:proph:182647,7,PostFMT Only
EVGA,gene:proph:183583,7,PostFMT Only
EVGA,gene:proph:183597,7,PostFMT Only
EVGA,gene:vir:7156,7,PostFMT Only
FABI,gene:proph:183636,7,PostFMT Only
FABI,gene:proph:183637,7,PostFMT Only
FECD,gene:plasmid:142025,7,PostFMT Only
FECD,gene:plasmid:88409,7,PostFMT Only
FECD,gene:proph:177621,7,PostFMT Only
GADC,gene:proph:183637,7,PostFMT Only
HNS,gene:plasmid:112498,7,PostFMT Only
HNS,gene:plasmid:123360,7,PostFMT Only
HNS,gene:plasmid:123361,7,PostFMT Only
HNS,gene:plasmid:123362,7,PostFMT Only
HNS,gene:plasmid:123363,7,PostFMT Only
HNS,gene:plasmid:149415,7,PostFMT Only
HNS,gene:plasmid:22236,7,PostFMT Only
KMRA,gene:plasmid:149414,7,PostFMT Only
MARR,gene:proph:163928,7,PostFMT Only
MDTA,gene:proph:179438,7,PostFMT Only
MNTR,gene:proph:159061,7,PostFMT Only
MNTR,gene:proph:176712,7,PostFMT Only
MNTR,gene:proph:177442,7,PostFMT Only
MNTR,gene:proph:181032,7,PostFMT Only
MNTR,gene:proph:181033,7,PostFMT Only
MNTR,gene:proph:181034,7,PostFMT Only
MNTR,gene:proph:181036,7,PostFMT Only
MNTR,gene:proph:181037,7,PostFMT Only
MNTR,gene:proph:181038,7,PostFMT Only
MNTR,gene:proph:181039,7,PostFMT Only
MNTR,gene:proph:181040,7,PostFMT Only
MNTR,gene:proph:181041,7,PostFMT Only
MNTR,gene:proph:181298,7,PostFMT Only
MNTR,gene:proph:184574,7,PostFMT Only
MNTR,gene:vir:3435,7,PostFMT Only
MNTR,gene:vir:3436,7,PostFMT Only
MODC,gene:plasmid:123175,7,PostFMT Only
MODC,gene:plasmid:88435,7,PostFMT Only
MODC,gene:plasmid:88436,7,PostFMT Only
MODC,gene:plasmid:88437,7,PostFMT Only
MODC,gene:proph:159024,7,PostFMT Only
MODC,gene:proph:159028,7,PostFMT Only
MODC,gene:proph:159036,7,PostFMT Only
MODC,gene:proph:159058,7,PostFMT Only
MODC,gene:proph:159076,7,PostFMT Only
MODC,gene:proph:163829,7,PostFMT Only
MODC,gene:proph:163832,7,PostFMT Only
MODC,gene:proph:163833,7,PostFMT Only
MODC,gene:proph:163837,7,PostFMT Only
MODC,gene:proph:163841,7,PostFMT Only
MODC,gene:proph:163843,7,PostFMT Only
MODC,gene:proph:163858,7,PostFMT Only
MODC,gene:proph:175285,7,PostFMT Only
MODC,gene:proph:176046,7,PostFMT Only
MODC,gene:proph:176047,7,PostFMT Only
MODC,gene:proph:176048,7,PostFMT Only
MODC,gene:proph:176049,7,PostFMT Only
MODC,gene:proph:176050,7,PostFMT Only
MODC,gene:proph:176051,7,PostFMT Only
MODC,gene:proph:176052,7,PostFMT Only
MODC,gene:proph:176057,7,PostFMT Only
MODC,gene:proph:176073,7,PostFMT Only
MODC,gene:proph:176766,7,PostFMT Only
MODC,gene:proph:181127,7,PostFMT Only
MODC,gene:proph:181167,7,PostFMT Only
MODC,gene:proph:183637,7,PostFMT Only
MODC,gene:vir:108541,7,PostFMT Only
MODC,gene:vir:165,7,PostFMT Only
MPHA,gene:plasmid:158837,7,PostFMT Only
MSBA,gene:proph:159025,7,PostFMT Only
MSBA,gene:proph:163838,7,PostFMT Only
MSBA,gene:proph:163842,7,PostFMT Only
MSBA,gene:proph:163847,7,PostFMT Only
MSBA,gene:proph:163852,7,PostFMT Only
MSBA,gene:proph:172478,7,PostFMT Only
MSBA,gene:proph:172479,7,PostFMT Only
MSBA,gene:proph:172480,7,PostFMT Only
MSBA,gene:proph:172517,7,PostFMT Only
MSBA,gene:proph:172518,7,PostFMT Only
MSBA,gene:proph:172519,7,PostFMT Only
MSBA,gene:proph:172520,7,PostFMT Only
MSBA,gene:proph:172521,7,PostFMT Only
MSBA,gene:proph:172522,7,PostFMT Only
MSBA,gene:proph:172523,7,PostFMT Only
MSBA,gene:proph:172524,7,PostFMT Only
MSBA,gene:proph:173756,7,PostFMT Only
MSBA,gene:proph:173760,7,PostFMT Only
MSBA,gene:proph:173763,7,PostFMT Only
MSBA,gene:proph:173764,7,PostFMT Only
MSBA,gene:proph:173765,7,PostFMT Only
MSBA,gene:proph:173766,7,PostFMT Only
MSBA,gene:proph:173768,7,PostFMT Only
MSBA,gene:proph:173772,7,PostFMT Only
MSBA,gene:proph:173773,7,PostFMT Only
MSBA,gene:proph:173774,7,PostFMT Only
MSBA,gene:proph:173776,7,PostFMT Only
MSBA,gene:proph:173777,7,PostFMT Only
MSBA,gene:proph:173778,7,PostFMT Only
MSBA,gene:proph:173784,7,PostFMT Only
MSBA,gene:proph:173788,7,PostFMT Only
MSBA,gene:proph:174981,7,PostFMT Only
MSBA,gene:proph:174982,7,PostFMT Only
MSBA,gene:proph:174986,7,PostFMT Only
MSBA,gene:proph:174989,7,PostFMT Only
MSBA,gene:proph:174991,7,PostFMT Only
MSBA,gene:proph:174992,7,PostFMT Only
MSBA,gene:proph:174993,7,PostFMT Only
MSBA,gene:proph:174994,7,PostFMT Only
MSBA,gene:proph:174997,7,PostFMT Only
MSBA,gene:proph:174998,7,PostFMT Only
MSBA,gene:proph:174999,7,PostFMT Only
MSBA,gene:proph:175000,7,PostFMT Only
MSBA,gene:proph:175001,7,PostFMT Only
MSBA,gene:proph:175004,7,PostFMT Only
MSBA,gene:proph:175006,7,PostFMT Only
MSBA,gene:proph:175012,7,PostFMT Only
MSBA,gene:proph:176046,7,PostFMT Only
MSBA,gene:proph:176056,7,PostFMT Only
MSBA,gene:proph:176058,7,PostFMT Only
MSBA,gene:proph:176080,7,PostFMT Only
MSBA,gene:proph:176780,7,PostFMT Only
MSBA,gene:proph:176783,7,PostFMT Only
MSBA,gene:proph:177541,7,PostFMT Only
MSBA,gene:proph:177543,7,PostFMT Only
MSBA,gene:proph:181173,7,PostFMT Only
MSBA,gene:proph:181174,7,PostFMT Only
MSBA,gene:proph:181175,7,PostFMT Only
MSBA,gene:proph:181222,7,PostFMT Only
MSBA,gene:proph:181223,7,PostFMT Only
MSBA,gene:proph:181224,7,PostFMT Only
MSBA,gene:proph:181225,7,PostFMT Only
NCRAN,gene:plasmid:117704,7,PostFMT Only
NCRAN,gene:plasmid:117783,7,PostFMT Only
NCRAN,gene:plasmid:24612,7,PostFMT Only
NCRAN,gene:plasmid:88453,7,PostFMT Only
NCRAN,gene:plasmid:88454,7,PostFMT Only
NIKC,gene:plasmid:86276,7,PostFMT Only
OMPA,gene:plasmid:125744,7,PostFMT Only
OMPA,gene:proph:163818,7,PostFMT Only
OQXA,gene:plasmid:21842,7,PostFMT Only
RPOS,gene:plasmid:21842,7,PostFMT Only
SHV,gene:plasmid:16025,7,PostFMT Only
SHV,gene:plasmid:16026,7,PostFMT Only
SHV,gene:plasmid:16027,7,PostFMT Only
SHV,gene:plasmid:16028,7,PostFMT Only
SHV,gene:plasmid:16031,7,PostFMT Only
SHV,gene:plasmid:16032,7,PostFMT Only
SHV,gene:plasmid:16033,7,PostFMT Only
SHV,gene:plasmid:83736,7,PostFMT Only
SHV,gene:plasmid:92146,7,PostFMT Only
SHV,gene:plasmid:92147,7,PostFMT Only
SILC,gene:plasmid:139613,7,PostFMT Only
SILC,gene:plasmid:139674,7,PostFMT Only
SILC,gene:plasmid:155952,7,PostFMT Only
SILC,gene:plasmid:155964,7,PostFMT Only
SILC,gene:plasmid:156053,7,PostFMT Only
SILC,gene:plasmid:156110,7,PostFMT Only
SILC,gene:plasmid:156145,7,PostFMT Only
SILC,gene:plasmid:156176,7,PostFMT Only
SILC,gene:plasmid:88312,7,PostFMT Only
SILC,gene:plasmid:88314,7,PostFMT Only
SILC,gene:plasmid:91980,7,PostFMT Only
SUGE,gene:plasmid:114253,7,PostFMT Only
SUGE,gene:plasmid:25357,7,PostFMT Only
SUGE,gene:plasmid:25643,7,PostFMT Only
SULII,gene:plasmid:129174,7,PostFMT Only
TEM,gene:plasmid:123182,7,PostFMT Only
TEM,gene:plasmid:148146,7,PostFMT Only
TEM,gene:plasmid:148149,7,PostFMT Only
TEM,gene:plasmid:158872,7,PostFMT Only
TEM,gene:plasmid:15978,7,PostFMT Only
TEM,gene:plasmid:15979,7,PostFMT Only
TEM,gene:plasmid:84599,7,PostFMT Only
TETM,gene:proph:175690,7,PostFMT Only
TETM,gene:proph:181669,7,PostFMT Only
TETM,gene:proph:181670,7,PostFMT Only
YCHH,gene:plasmid:117813,7,PostFMT Only
YCHH,gene:plasmid:142103,7,PostFMT Only
YCHH,gene:plasmid:15993,7,PostFMT Only
YCHH,gene:plasmid:15994,7,PostFMT Only
YCHH,gene:proph:163918,7,PostFMT Only
YCHH,gene:proph:163934,7,PostFMT Only
YCHH,gene:proph:163935,7,PostFMT Only
YCHH,gene:proph:163947,7,PostFMT Only
YCHH,gene:proph:172549,7,PostFMT Only
YCHH,gene:proph:172550,7,PostFMT Only
YCHH,gene:proph:172557,7,PostFMT Only
YCHH,gene:proph:172596,7,PostFMT Only
YCHH,gene:proph:173951,7,PostFMT Only
YCHH,gene:proph:176804,7,PostFMT Only
YCHH,gene:proph:176808,7,PostFMT Only
YCHH,gene:proph:177498,7,PostFMT Only
YCHH,gene:proph:177500,7,PostFMT Only
YCHH,gene:proph:177582,7,PostFMT Only
YCHH,gene:proph:177584,7,PostFMT Only
YCHH,gene:proph:177598,7,PostFMT Only
YCHH,gene:vir:104392,7,PostFMT Only
YCHH,gene:vir:108421,7,PostFMT Only
YCHH,gene:vir:108646,7,PostFMT Only
YCHH,gene:vir:469,7,PostFMT Only
YGJH,gene:plasmid:117442,7,PostFMT Only
ZINT,gene:plasmid:155982,7,PostFMT Only
ZNTR,gene:plasmid:151260,7,PostFMT Only
ZNUA,gene:proph:163928,7,PostFMT Only
ZNUA,gene:proph:183581,7,PostFMT Only
ARSA,gene:plasmid:88468,8,PostFMT Only
COPA,gene:plasmid:88435,8,PostFMT Only
COPA,gene:plasmid:88436,8,PostFMT Only
CRP,gene:plasmid:21818,8,PostFMT Only
CUTC,gene:proph:183581,8,PostFMT Only
FETA,gene:vir:4533,8,PostFMT Only
MDTA,gene:proph:163814,8,PostFMT Only
MDTA,gene:proph:163815,8,PostFMT Only
MDTA,gene:proph:176915,8,PostFMT Only
MDTA,gene:proph:176924,8,PostFMT Only
MDTA,gene:vir:2013,8,PostFMT Only
MDTA,gene:vir:2021,8,PostFMT Only
MDTA,gene:vir:2022,8,PostFMT Only
MDTA,gene:vir:2025,8,PostFMT Only
MDTA,gene:vir:2028,8,PostFMT Only
MDTA,gene:vir:2031,8,PostFMT Only
MDTA,gene:vir:2037,8,PostFMT Only
MDTA,gene:vir:2045,8,PostFMT Only
MDTA,gene:vir:2046,8,PostFMT Only
MDTA,gene:vir:2052,8,PostFMT Only
MDTA,gene:vir:5692,8,PostFMT Only
MDTA,gene:vir:5693,8,PostFMT Only
MDTA,gene:vir:5695,8,PostFMT Only
MDTA,gene:vir:5696,8,PostFMT Only
MDTA,gene:vir:5701,8,PostFMT Only
MDTA,gene:vir:5705,8,PostFMT Only
MDTA,gene:vir:5706,8,PostFMT Only
MDTA,gene:vir:5709,8,PostFMT Only
MDTA,gene:vir:5718,8,PostFMT Only
MDTA,gene:vir:5723,8,PostFMT Only
MDTA,gene:vir:5726,8,PostFMT Only
MDTA,gene:vir:5727,8,PostFMT Only
MDTA,gene:vir:5729,8,PostFMT Only
MDTA,gene:vir:6061,8,PostFMT Only
MDTA,gene:vir:6064,8,PostFMT Only
MDTA,gene:vir:6065,8,PostFMT Only
MDTA,gene:vir:6069,8,PostFMT Only
MDTA,gene:vir:6071,8,PostFMT Only
MDTA,gene:vir:6079,8,PostFMT Only
MDTA,gene:vir:6080,8,PostFMT Only
MDTA,gene:vir:6084,8,PostFMT Only
MDTA,gene:vir:6093,8,PostFMT Only
MGTA,gene:plasmid:25643,8,PostFMT Only
MODA,gene:proph:159043,8,PostFMT Only
MODA,gene:proph:176747,8,PostFMT Only
MODA,gene:proph:176748,8,PostFMT Only
MODA,gene:proph:179486,8,PostFMT Only
MODA,gene:proph:181068,8,PostFMT Only
MODA,gene:proph:181075,8,PostFMT Only
MODA,gene:proph:181076,8,PostFMT Only
MODA,gene:proph:181080,8,PostFMT Only
MODA,gene:proph:181081,8,PostFMT Only
MODA,gene:proph:181082,8,PostFMT Only
MODA,gene:proph:181083,8,PostFMT Only
MODA,gene:proph:181084,8,PostFMT Only
MODA,gene:proph:181095,8,PostFMT Only
MODA,gene:proph:181109,8,PostFMT Only
MODA,gene:proph:181110,8,PostFMT Only
MODA,gene:proph:181111,8,PostFMT Only
MODA,gene:proph:181161,8,PostFMT Only
MODA,gene:proph:183542,8,PostFMT Only
MODA,gene:proph:183546,8,PostFMT Only
MODA,gene:proph:183548,8,PostFMT Only
MODA,gene:proph:184629,8,PostFMT Only
MODA,gene:vir:4454,8,PostFMT Only
MODA,gene:vir:4507,8,PostFMT Only
MODA,gene:vir:4515,8,PostFMT Only
MODA,gene:vir:4518,8,PostFMT Only
MODA,gene:vir:4520,8,PostFMT Only
MODA,gene:vir:4522,8,PostFMT Only
MODA,gene:vir:4523,8,PostFMT Only
MODA,gene:vir:4525,8,PostFMT Only
MODA,gene:vir:4534,8,PostFMT Only
MODA,gene:vir:4535,8,PostFMT Only
MODA,gene:vir:4536,8,PostFMT Only
MODA,gene:vir:4537,8,PostFMT Only
MODA,gene:vir:4539,8,PostFMT Only
MODA,gene:vir:4542,8,PostFMT Only
MODA,gene:vir:4547,8,PostFMT Only
MODA,gene:vir:4555,8,PostFMT Only
MODA,gene:vir:4556,8,PostFMT Only
MODA,gene:vir:4557,8,PostFMT Only
MODA,gene:vir:4559,8,PostFMT Only
MODA,gene:vir:79572,8,PostFMT Only
MPHA,gene:plasmid:158837,8,PostFMT Only
MPHA,gene:plasmid:87421,8,PostFMT Only
PMRF,gene:plasmid:134726,8,PostFMT Only
SHV,gene:plasmid:16031,8,PostFMT Only
SHV,gene:plasmid:16032,8,PostFMT Only
SILA,gene:plasmid:155964,8,PostFMT Only
SILP,gene:plasmid:153903,8,PostFMT Only
SULI,gene:plasmid:158595,8,PostFMT Only
SULI,gene:plasmid:87421,8,PostFMT Only
YDEI,gene:proph:159061,8,PostFMT Only
YDEI,gene:proph:172451,8,PostFMT Only
YDEI,gene:proph:177577,8,PostFMT Only
YDEI,gene:proph:182930,8,PostFMT Only
YODB,gene:proph:163837,8,PostFMT Only
YODB,gene:proph:179433,8,PostFMT Only
CFX,gene:plasmid:141426,9,PostFMT Only
CFX,gene:plasmid:141426,12,PostFMT Only
MEFA,ICEberg|65|CTnGERM1|GenBank...,12,PostFMT Only
ERMB,gene:plasmid:136912,14,PostFMT Only
ERMB,gene:plasmid:15542,14,PostFMT Only
ERMB,gene:plasmid:15632,14,PostFMT Only
ERMB,gene:plasmid:28968,14,PostFMT Only
CFX,gene:plasmid:141426,15,PostFMT Only
EFMA,gene:plasmid:19765,15,PostFMT Only
ERMB,gene:plasmid:136912,15,PostFMT Only
ERMB,gene:plasmid:15542,15,PostFMT Only
ERMB,gene:plasmid:28968,15,PostFMT Only
ERMX,gene:plasmid:14930,15,PostFMT Only
MDE,gene:proph:175649,15,PostFMT Only
MEFE,gene:plasmid:141426,15,PostFMT Only
TETO,gene:plasmid:21336,15,PostFMT Only
AAC6-PRIME,gene:plasmid:15632,16,PostFMT Only
ANT6,gene:plasmid:156386,16,PostFMT Only
